Museum_Name,Address,City,State,PIN_Code,Opening_Hours,Closing_Hours,Contact_Email,Phone_Number,Full_Address,Latitude,Longitude
Jaduguda Uranium Mining Museum,Jaduguda Mines,East Singhbhum,Jharkhand,832102,10:00 AM,5:00 PM,jadugudamuseum@gmail.com,+91-657-2145267,"Jaduguda Mines, East Singhbhum, Jharkhand, 832102",22.6577142,86.3450957
Jim Corbett Heritage Museum,Kaladhungi Road,Ramnagar,Uttarakhand,244715,8:30 AM,6:00 PM,corbettmuseum@gmail.com,+91-5947-251489,"Kaladhungi Road, Ramnagar, Uttarakhand, 244715",29.2504132,79.4449485
Nagarjunasagar Dam Museum,Dam Site,Nagarjunasagar,Telangana,508202,9:00 AM,6:00 PM,nagarjunasagarmuseum@gmail.com,+91-8689-245732,"Dam Site, Nagarjunasagar, Telangana, 508202",16.5759672,79.3124022
Marwari Heritage Museum,Paota Circle,Jodhpur,Rajasthan,342001,10:00 AM,5:30 PM,marwarimuseum@gmail.com,+91-291-2546273,"Paota Circle, Jodhpur, Rajasthan, 342001",26.2974632,73.0374532
Dakshin Gangotri Antarctic Research Museum,NCPOR Campus,Vasco Da Gama,Goa,403804,10:00 AM,5:00 PM,dakshinmuseum@gmail.com,+91-832-2525603,"NCPOR Campus, Vasco Da Gama, Goa, 403804",15.3966942,73.7932367
Valley of Flowers Interpretation Centre,Ghangaria,Chamoli,Uttarakhand,246443,7:00 AM,6:00 PM,valleyofflowersmuseum@gmail.com,+91-1372-251467,"Ghangaria, Chamoli, Uttarakhand, 246443",30.70136,79.5933522
Pachakot Palace Museum,Medinipur Road,Jhargram,West Bengal,721507,10:00 AM,5:00 PM,pachakotmuseum@gmail.com,+91-3221-255168,"Medinipur Road, Jhargram, West Bengal, 721507",22.4549909,86.9974385
Koyna Dam Interpretation Centre,Koyna Nagar,Satara,Maharashtra,415713,9:30 AM,5:30 PM,koynadammuseum@gmail.com,+91-2164-271354,"Koyna Nagar, Satara, Maharashtra, 415713",17.6941483,74.0013673
Jaigad Fort Maritime Museum,Jaigad Fort,Ratnagiri,Maharashtra,415614,9:00 AM,5:00 PM,jaigadfortmuseum@gmail.com,+91-2357-242176,"Jaigad Fort, Ratnagiri, Maharashtra, 415614",17.3006563,73.2214281
Wardha Sevagram Heritage Centre,Sevagram Ashram,Wardha,Maharashtra,442102,8:00 AM,6:00 PM,wardhasevagram@gmail.com,+91-7152-284753,"Sevagram Ashram, Wardha, Maharashtra, 442102",20.7349924,78.66256700000001
Hemis Gompa Museum,Hemis Monastery,Leh,Ladakh,194101,9:00 AM,5:00 PM,hemismuseum@gmail.com,+91-1982-267032,"Hemis Monastery, Leh, Ladakh, 194101",34.1525864,77.57705349999999
Saraswati Valley Archaeological Museum,MG Road,Bhuj,Gujarat,370001,10:00 AM,5:30 PM,saraswativalley@gmail.com,+91-2832-250427,"MG Road, Bhuj, Gujarat, 370001",23.2419997,69.6669324
Chhattisgarh Millet Heritage Museum,Kanker Road,Jagdalpur,Chhattisgarh,494001,10:00 AM,5:00 PM,milletmuseum@gmail.com,+91-7782-229457,"Kanker Road, Jagdalpur, Chhattisgarh, 494001",19.0843651,82.0294571
Sambalpur Textile Museum,Hirakud Road,Sambalpur,Odisha,768001,10:00 AM,6:00 PM,sambalpurtextile@gmail.com,+91-663-2548721,"Hirakud Road, Sambalpur, Odisha, 768001",21.5042391,83.9406276
Agnivansh Heritage Museum,Agni Fort,Jhansi,Uttar Pradesh,284003,9:30 AM,5:00 PM,agnivanshmuseum@gmail.com,+91-510-2332415,"Agni Fort, Jhansi, Uttar Pradesh, 284003",25.4447374,78.57725169999999
Nagarhole Wildlife Interpretation Centre,Nagarhole National Park,Kodagu,Karnataka,571201,8:00 AM,5:00 PM,nagarholewildlife@gmail.com,+91-8274-252673,"Nagarhole National Park, Kodagu, Karnataka, 571201",12.0734366,76.1510815
Umngot River Museum,Dawki Road,Dawki,Meghalaya,793109,9:30 AM,4:30 PM,umngotmuseum@gmail.com,+91-3652-261478,"Dawki Road, Dawki, Meghalaya, 793109",25.188647,92.0229013
Mandvi Ship Building Museum,Port Road,Mandvi,Gujarat,370465,9:00 AM,6:00 PM,mandviships@gmail.com,+91-2834-223456,"Port Road, Mandvi, Gujarat, 370465",22.833334,69.3554783
Ganges River Basin Museum,Ganga Barrage,Kanpur,Uttar Pradesh,208001,10:00 AM,5:30 PM,gangesmuseum@gmail.com,+91-512-2543215,"Ganga Barrage, Kanpur, Uttar Pradesh, 208001",26.5121716,80.3206355
Lakshwadeep Coral Museum,Marine Drive,Kavaratti,Lakshadweep,682555,9:00 AM,5:00 PM,coralmuseum@gmail.com,+91-4896-262176,"Marine Drive, Kavaratti, Lakshadweep, 682555",10.5593204,72.63581340000002
Kanha Tribal Art Museum,Kanha National Park,Mandla,Madhya Pradesh,481768,10:00 AM,5:00 PM,kanhatribalart@gmail.com,+91-7642-250760,"Kanha National Park, Mandla, Madhya Pradesh, 481768",22.2994956,80.5864278
Dibru-Saikhowa Biodiversity Museum,Guijan,Tinsukia,Assam,786172,9:00 AM,4:30 PM,dibrumuseum@gmail.com,+91-374-2367843,"Guijan, Tinsukia, Assam, 786172",27.5679596,95.32855049999999
Gir Lion Interpretation Centre,Sasan Gir,Junagadh,Gujarat,362135,8:00 AM,6:00 PM,girlionmuseum@gmail.com,+91-2877-285541,"Sasan Gir, Junagadh, Gujarat, 362135",21.170602,70.5963974
Dibrugarh Tea Heritage Museum,AT Road,Dibrugarh,Assam,786001,10:00 AM,4:30 PM,teaheritage@gmail.com,+91-373-2300124,"AT Road, Dibrugarh, Assam, 786001",27.4870072,94.9089925
Thar Desert Museum,Sam Road,Jaisalmer,Rajasthan,345001,9:00 AM,6:00 PM,tharmuseum@gmail.com,+91-2992-251461,"Sam Road, Jaisalmer, Rajasthan, 345001",26.8435043,70.5444484
Gwalior Aviation Museum,Air Force Station,Gwalior,Madhya Pradesh,474001,9:30 AM,5:30 PM,aviationmuseum@gmail.com,+91-751-2482135,"Air Force Station, Gwalior, Madhya Pradesh, 474001",26.1748905,78.1450412
Bamboo Research Centre Museum,Tripura University,Agartala,Tripura,799022,10:00 AM,5:00 PM,bamboomuseum@gmail.com,+91-381-2379815,"Tripura University, Agartala, Tripura, 799022",23.7617308,91.2641429
Northeast Frontier Railway Museum,Maligaon,Guwahati,Assam,781011,10:00 AM,5:30 PM,nfrailmuseum@gmail.com,+91-361-2675218,"Maligaon, Guwahati, Assam, 781011",26.1503648,91.6959821
Patkai Heritage Museum,Joyhing,Dibrugarh,Assam,786004,9:30 AM,4:00 PM,patkaimuseum@gmail.com,+91-373-2367894,"Joyhing, Dibrugarh, Assam, 786004",27.4705449,94.91246249999999
Tango Monastery Museum,Tango Goenpa,Thimphu,Bhutan,11001,8:00 AM,5:00 PM,tangomuseum@gmail.com,+975-2-321564,"Tango Goenpa, Thimphu, Bhutan, 11001",27.471586,89.6386108
Copper Craft Museum,Tamra Nagar,Almora,Uttarakhand,263601,10:00 AM,5:30 PM,coppercraft@gmail.com,+91-5962-231450,"Tamra Nagar, Almora, Uttarakhand, 263601",29.5892407,79.646666
Gulf of Mannar Marine Museum,Beach Road,Rameswaram,Tamil Nadu,623526,9:00 AM,6:00 PM,gommuseum@gmail.com,+91-4573-241567,"Beach Road, Rameswaram, Tamil Nadu, 623526",9.287583699999999,79.3129488
Panchmarhi Rock Art Museum,Cave Area,Pachmarhi,Madhya Pradesh,461881,9:30 AM,5:00 PM,rockartmuseum@gmail.com,+91-7578-252140,"Cave Area, Pachmarhi, Madhya Pradesh, 461881",22.4583866,78.4323268
Dhokra Art Museum,Baripada Road,Mayurbhanj,Odisha,757001,10:00 AM,5:30 PM,dhokramuseum@gmail.com,+91-6792-252816,"Baripada Road, Mayurbhanj, Odisha, 757001",21.9170545,86.765098
Darbhanga Palace Museum,Darbhanga House,Patna,Bihar,800004,10:00 AM,5:00 PM,darbhangamuseum@gmail.com,+91-612-2300127,"Darbhanga House, Patna, Bihar, 800004",25.6216476,85.1643816
Kerala Spice Museum,Spice Garden Road,Thekkady,Kerala,685509,9:00 AM,5:30 PM,keralaspecies@gmail.com,+91-4869-224513,"Spice Garden Road, Thekkady, Kerala, 685509",9.605302,77.17200609999999
Kotgarh Apple Heritage Centre,Thanedhar Road,Shimla,Himachal Pradesh,171202,10:00 AM,4:30 PM,appleheritage@gmail.com,+91-177-2736451,"Thanedhar Road, Shimla, Himachal Pradesh, 171202",31.2780453,77.4974992
Wallace Bungalow Museum,Chinsurah Road,Barrackpore,West Bengal,700120,10:30 AM,5:00 PM,wallacebungalow@gmail.com,+91-33-25453678,"Chinsurah Road, Barrackpore, West Bengal, 700120",22.7766677,88.3712711
Nanda Devi Conservation Museum,Mall Road,Joshimath,Uttarakhand,246443,9:00 AM,5:00 PM,nandamuseum@gmail.com,+91-1389-222164,"Mall Road, Joshimath, Uttarakhand, 246443",30.5561089,79.5616759
Vedanthangal Bird Photography Gallery,Bird Sanctuary,Kanchipuram,Tamil Nadu,603104,7:00 AM,6:00 PM,vedanthangalgallery@gmail.com,+91-44-27491180,"Bird Sanctuary, Kanchipuram, Tamil Nadu, 603104",12.6813539,80.1986649
Korku Tribal Museum,Tapti Valley,Khandwa,Madhya Pradesh,450001,10:00 AM,5:00 PM,korku.museum@gmail.com,+91-733-2224576,"Tapti Valley, Khandwa, Madhya Pradesh, 450001",21.8314037,76.3497612
Naga Heritage Village Museum,Kisama,Kohima,Nagaland,797001,9:30 AM,4:30 PM,kisama.museum@gmail.com,+91-370-2243587,"Kisama, Kohima, Nagaland, 797001",25.616329,94.11440340000001
Kisan Museum,IARI Campus,New Delhi,Delhi,110012,10:00 AM,5:30 PM,kisanmuseum@gmail.com,+91-11-25843214,"IARI Campus, New Delhi, Delhi, 110012",28.6411923,77.17073649999999
Nathu La Pass War Memorial,Gangtok-Nathu La Road,East Sikkim,Sikkim,737101,8:00 AM,4:00 PM,nathulamemorial@gmail.com,+91-3592-201456,"Gangtok-Nathu La Road, East Sikkim, Sikkim, 737101",27.3287096,88.6117395
Ranikhet Military Heritage Museum,Alma Mater Road,Ranikhet,Uttarakhand,263645,9:00 AM,5:00 PM,ranikhetmuseum@gmail.com,+91-5966-220175,"Alma Mater Road, Ranikhet, Uttarakhand, 263645",29.6433615,79.4321825
Kargil Victory Museum,Dras Sector,Kargil,Ladakh,194103,9:00 AM,5:00 PM,kargilvictory@gmail.com,+91-1985-231026,"Dras Sector, Kargil, Ladakh, 194103",34.5393136126759,76.03334453216038
Pangong Lake Interpretation Centre,Spangmik,Leh,Ladakh,194101,8:00 AM,6:00 PM,pangongcentre@gmail.com,+91-1982-252165,"Spangmik, Leh, Ladakh, 194101",33.9078735,78.45956439999999
Konyak Heritage Museum,Mon Town,Mon,Nagaland,798621,9:00 AM,4:00 PM,konyakmuseum@gmail.com,+91-3861-220546,"Mon Town, Mon, Nagaland, 798621",26.733096,95.0615119
Buddhist Art Museum Sirpur,Archaeological Site,Sirpur,Chhattisgarh,493445,10:00 AM,5:00 PM,sirpurbuddhist@gmail.com,+91-7721-222345,"Archaeological Site, Sirpur, Chhattisgarh, 493445",21.3443489,82.1903963
Singpho Heritage Centre,Margherita Road,Tinsukia,Assam,786181,9:30 AM,4:30 PM,singphoheritage@gmail.com,+91-374-2360178,"Margherita Road, Tinsukia, Assam, 786181",27.2878747,95.6847279
Ramsar Wetland Museum,Chilika Lake,Puri,Odisha,752001,9:00 AM,5:30 PM,chilika.museum@gmail.com,+91-6752-246518,"Chilika Lake, Puri, Odisha, 752001",19.7993698,85.8025373
Nameri Interpretation Centre,Nameri National Park,Sonitpur,Assam,784110,8:00 AM,5:00 PM,namericentre@gmail.com,+91-3712-255423,"Nameri National Park, Sonitpur, Assam, 784110",26.9324008,92.8772163
Indrayani River Valley Museum,Alandi Road,Pune,Maharashtra,411015,10:00 AM,5:30 PM,indrayanimuseum@gmail.com,+91-20-27037612,"Alandi Road, Pune, Maharashtra, 411015",18.6026649,73.8728186
Neterwala Fire Temple Museum,J.D. Road,Mumbai,Maharashtra,400007,9:00 AM,1:00 PM,firetemplemuseum@gmail.com,+91-22-23631254,"J.D. Road, Mumbai, Maharashtra, 400007",18.9662667,72.8134569
Kangpokpi Tribal Museum,Kangpokpi Town,Kangpokpi,Manipur,795129,9:30 AM,4:00 PM,kangpokpimuseum@gmail.com,+91-3871-273416,"Kangpokpi Town, Kangpokpi, Manipur, 795129",25.1519197,93.969963
Himalayan Botanical Archives,Botanical Garden,Gangtok,Sikkim,737101,9:00 AM,5:00 PM,himalayanbotanical@gmail.com,+91-3592-223456,"Botanical Garden, Gangtok, Sikkim, 737101",27.3371364,88.6096575
Jaitapur Marine Biodiversity Museum,Coastal Highway,Ratnagiri,Maharashtra,415616,9:30 AM,5:00 PM,jaitapurmuseum@gmail.com,+91-2352-223124,"Coastal Highway, Ratnagiri, Maharashtra, 415616",17.8260332,73.1026192
Bekal Fort Heritage Museum,Fort Road,Kasaragod,Kerala,671316,9:00 AM,6:00 PM,bekalmuseum@gmail.com,+91-4994-253452,"Fort Road, Kasaragod, Kerala, 671316",12.496767,74.9885612
Mumbai Textile Mill History Museum,Parel,Mumbai,Maharashtra,400012,10:30 AM,6:00 PM,textilehistory@gmail.com,+91-22-24192344,"Parel, Mumbai, Maharashtra, 400012",19.0035047,72.84183879999999
Rewalsar Lake Cultural Centre,Lake Road,Rewalsar,Himachal Pradesh,175023,9:00 AM,6:00 PM,rewalsarheritage@gmail.com,+91-1905-235614,"Lake Road, Rewalsar, Himachal Pradesh, 175023",31.6321926,76.8331743
Udayagiri Caves Interpretation Centre,Udayagiri Hills,Vidisha,Madhya Pradesh,464001,9:00 AM,5:30 PM,udayagirimuseum@gmail.com,+91-7592-234178,"Udayagiri Hills, Vidisha, Madhya Pradesh, 464001",23.5362783,77.772162
Daringbadi Hill Culture Museum,Hill View Road,Kandhamal,Odisha,762104,10:00 AM,5:00 PM,daringbadimuseum@gmail.com,+91-6842-253416,"Hill View Road, Kandhamal, Odisha, 762104",19.8983701,84.05902900000001
Malcolm Adiseshiah Economics Museum,Anna Salai,Chennai,Tamil Nadu,600002,10:00 AM,5:30 PM,economicsmuseum@gmail.com,+91-44-28412467,"Anna Salai, Chennai, Tamil Nadu, 600002",13.0649756,80.2664791
Thol Bird Sanctuary Museum,Lake Area,Mehsana,Gujarat,384320,8:00 AM,6:00 PM,tholmuseum@gmail.com,+91-2762-272145,"Lake Area, Mehsana, Gujarat, 384320",23.5879607,72.36932519999999
Sharavathi Valley Museum,Jog Road,Shivamogga,Karnataka,577301,9:30 AM,5:30 PM,sharavathimuseum@gmail.com,+91-8182-245613,"Jog Road, Shivamogga, Karnataka, 577301",13.8736178,75.7255192
Karakoram Museum,Leh-Nubra Road,Khardung La,Ladakh,194101,9:00 AM,4:00 PM,karakorammuseum@gmail.com,+91-1982-267143,"Leh-Nubra Road, Khardung La, Ladakh, 194101",34.1525864,77.57705349999999
Majuli Mask Making Heritage Centre,Auniati Satra,Majuli,Assam,785104,9:00 AM,4:30 PM,majulimasks@gmail.com,+91-3775-279124,"Auniati Satra, Majuli, Assam, 785104",26.9474676,94.19818289999999
Chinese Fishing Net Heritage Museum,Fort Kochi,Kochi,Kerala,682001,9:00 AM,6:00 PM,chinesefishingnets@gmail.com,+91-484-2217456,"Fort Kochi, Kochi, Kerala, 682001",9.9657787,76.2421147
Krishna Valley Civilization Museum,Krishna River Bank,Sangli,Maharashtra,416416,10:00 AM,5:30 PM,krishnavalley@gmail.com,+91-233-2378145,"Krishna River Bank, Sangli, Maharashtra, 416416",16.8523973,74.5814773
Coffee Museum Chikmagalur,Coffee Board Road,Chikmagalur,Karnataka,577101,9:30 AM,5:30 PM,coffeemuseum@gmail.com,+91-8262-230156,"Coffee Board Road, Chikmagalur, Karnataka, 577101",13.3418464,75.8099261
Himalayan Wolf Conservation Centre,Wildlife Complex,Pithoragarh,Uttarakhand,262501,9:00 AM,5:00 PM,wolfdisplay@gmail.com,+91-5964-225143,"Wildlife Complex, Pithoragarh, Uttarakhand, 262501",29.5828604,80.2181884
Boat Building Heritage Museum,Creek Road,Mandvi,Gujarat,370465,10:00 AM,6:00 PM,boatbuildingmuseum@gmail.com,+91-2834-223417,"Creek Road, Mandvi, Gujarat, 370465",22.833334,69.3554783
Sambalpur Handloom Museum,Textile Park,Sambalpur,Odisha,768002,10:00 AM,5:30 PM,sambalpurhandloom@gmail.com,+91-663-2548721,"Textile Park, Sambalpur, Odisha, 768002",21.4747989,83.96993479999999
Living Root Bridge Museum,Mawlynnong Village,East Khasi Hills,Meghalaya,793109,9:00 AM,4:30 PM,rootbridgemuseum@gmail.com,+91-3637-282146,"Mawlynnong Village, East Khasi Hills, Meghalaya, 793109",25.2017637,91.9160305
Rajputana Arms Museum,Umaid Heritage,Jodhpur,Rajasthan,342006,10:00 AM,5:00 PM,rajputanaarms@gmail.com,+91-291-2512151,"Umaid Heritage, Jodhpur, Rajasthan, 342006",26.2871485,73.05782239999999
Wildlife Crime Control Bureau Museum,CBI Colony,New Delhi,Delhi,110003,10:00 AM,5:30 PM,wccbmuseum@gmail.com,+91-11-23093456,"CBI Colony, New Delhi, Delhi, 110003",28.5916468,77.2317863
Palani Hill Interpretation Centre,Ghat Road,Dindigul,Tamil Nadu,624601,8:00 AM,6:00 PM,palanimuseum@gmail.com,+91-4545-242617,"Ghat Road, Dindigul, Tamil Nadu, 624601",10.4305192,77.55047789999999
Loktak Lake Floating Museum,Phumdi Island,Moirang,Manipur,795133,9:30 AM,4:30 PM,loktakmuseum@gmail.com,+91-385-2452178,"Phumdi Island, Moirang, Manipur, 795133",24.5003543,93.7759378
Tirthan Valley Conservation Museum,Great Himalayan National Park,Kullu,Himachal Pradesh,175123,9:00 AM,5:00 PM,tirthanmuseum@gmail.com,+91-1902-245176,"Great Himalayan National Park, Kullu, Himachal Pradesh, 175123",31.7985414,77.51601339999999
Aranmula Mirror Crafts Museum,Aranmula Village,Pathanamthitta,Kerala,689533,9:00 AM,5:30 PM,aranmulamirrors@gmail.com,+91-468-2216743,"Aranmula Village, Pathanamthitta, Kerala, 689533",9.3230681,76.69035699999999
Barefoot College Museum,Tilonia Village,Ajmer,Rajasthan,305816,10:00 AM,5:00 PM,barefootmuseum@gmail.com,+91-1463-288210,"Tilonia Village, Ajmer, Rajasthan, 305816",26.6515192,74.9369522
Kali Tiger Reserve Interpretation Centre,Dandeli,Uttara Kannada,Karnataka,581325,8:30 AM,5:30 PM,kalitiger@gmail.com,+91-8284-231476,"Dandeli, Uttara Kannada, Karnataka, 581325",15.2361191,74.6172819
Maithili Art Museum,Darbhanga Road,Madhubani,Bihar,847211,10:00 AM,5:30 PM,maithiliartmuseum@gmail.com,+91-6276-222415,"Darbhanga Road, Madhubani, Bihar, 847211",26.1488656,85.9078971
Nila River Valley Museum,Palghat Highway,Thrissur,Kerala,680001,10:00 AM,5:00 PM,nilavalley@gmail.com,+91-487-2420176,"Palghat Highway, Thrissur, Kerala, 680001",10.5231372,76.2217176
Konkan Railway Heritage Gallery,Ratnagiri Station,Ratnagiri,Maharashtra,415612,9:00 AM,6:00 PM,konkanrailgallery@gmail.com,+91-2352-228143,"Ratnagiri Station, Ratnagiri, Maharashtra, 415612",17.0036568,73.3583032
Little Rann Wildlife Interpretation Centre,Wild Ass Sanctuary,Kutch,Gujarat,370001,8:00 AM,6:00 PM,littlerann@gmail.com,+91-2822-220146,"Wild Ass Sanctuary, Kutch, Gujarat, 370001",23.7337326,69.8597406
Larji Hydroelectric Project Museum,Project Site,Mandi,Himachal Pradesh,175121,10:00 AM,5:00 PM,larjimuseum@gmail.com,+91-1905-235471,"Project Site, Mandi, Himachal Pradesh, 175121",31.7768279,77.2175223
Chenab Valley Heritage Museum,Kishtwar Road,Doda,Jammu & Kashmir,182202,10:00 AM,4:30 PM,chenabmuseum@gmail.com,+91-1996-233175,"Kishtwar Road, Doda, Jammu & Kashmir, 182202",33.1457497,75.5480491
Nongkhnum Island Ethnographic Museum,Nongkhnum,West Khasi Hills,Meghalaya,793119,9:30 AM,4:30 PM,nongkhnummuseum@gmail.com,+91-3654-280176,"Nongkhnum, West Khasi Hills, Meghalaya, 793119",25.4695652,91.2619726
Bhojpuri Folk Museum,Ara Road,Arrah,Bihar,802301,10:00 AM,5:00 PM,bhojpurifolkmuseum@gmail.com,+91-6182-233416,"Ara Road, Arrah, Bihar, 802301",25.5560009,84.6603751
Namdapha Biodiversity Museum,Miao Gate,Changlang,Arunachal Pradesh,792122,9:00 AM,4:30 PM,namdaphamuseum@gmail.com,+91-3807-222148,"Miao Gate, Changlang, Arunachal Pradesh, 792122",27.504786,96.3211277
Silk Route Heritage Museum,Nathu La Road,Gangtok,Sikkim,737101,9:30 AM,4:30 PM,silkroutemuseum@gmail.com,+91-3592-286145,"Nathu La Road, Gangtok, Sikkim, 737101",27.3287096,88.6117395
Kalinga Maritime Museum,Marine Drive Road,Paradeep,Odisha,754142,10:00 AM,5:30 PM,kalingamaritime@gmail.com,+91-6722-222176,"Marine Drive Road, Paradeep, Odisha, 754142",20.3105116,86.63087589999999
Darjeeling Himalayan Railway Museum,Railway Station,Darjeeling,West Bengal,734101,9:00 AM,5:00 PM,toyrailmuseum@gmail.com,+91-354-2254167,"Railway Station, Darjeeling, West Bengal, 734101",27.03804,88.26301
Khongjom War Memorial Museum,Kheba Hills,Thoubal,Manipur,795138,10:00 AM,4:30 PM,khongjommemorial@gmail.com,+91-3848-222143,"Kheba Hills, Thoubal, Manipur, 795138",24.6415766,93.9991818
Pin Valley Wildlife Museum,Spiti Valley,Lahaul and Spiti,Himachal Pradesh,172114,9:00 AM,4:30 PM,pinvalleymuseum@gmail.com,+91-1906-233142,"Spiti Valley, Lahaul and Spiti, Himachal Pradesh, 172114",32.246137,78.034916
Arunachal Bamboo & Cane Museum,Papum Pare,Itanagar,Arunachal Pradesh,791111,10:00 AM,4:00 PM,bamboocraft@gmail.com,+91-360-2217685,"Papum Pare, Itanagar, Arunachal Pradesh, 791111",27.0843682,93.6053163
Ziro Apatani Heritage Museum,Hapoli Town,Lower Subansiri,Arunachal Pradesh,791120,9:30 AM,4:30 PM,apatanimuseum@gmail.com,+91-3788-224578,"Hapoli Town, Lower Subansiri, Arunachal Pradesh, 791120",27.5381739,93.8174768
Indira Point Maritime Museum,Campbell Bay,Great Nicobar,Andaman & Nicobar,744302,8:30 AM,5:00 PM,indirapointmuseum@gmail.com,+91-3193-265412,"Campbell Bay, Great Nicobar, Andaman & Nicobar, 744302",7.007565,93.90478490000001
Munsyari Glacier Museum,Johar Valley,Pithoragarh,Uttarakhand,262554,9:00 AM,5:00 PM,glaciermuseum@gmail.com,+91-5964-235147,"Johar Valley, Pithoragarh, Uttarakhand, 262554",30.340214,80.16051
Roopkund Trek Interpretation Centre,Wan Village,Chamoli,Uttarakhand,246444,8:00 AM,6:00 PM,roopkundmuseum@gmail.com,+91-1372-252143,"Wan Village, Chamoli, Uttarakhand, 246444",30.2049721,79.6181594
Malana Heritage Museum,Malana Village,Kullu,Himachal Pradesh,175105,9:00 AM,5:00 PM,malanamuseum@gmail.com,+91-1902-253142,"Malana Village, Kullu, Himachal Pradesh, 175105",32.0347802,77.2550035
Vaishali Archaeological Museum,Excavation Site,Vaishali,Bihar,844101,10:00 AM,5:00 PM,vaishalimuseum@gmail.com,+91-6224-222145,"Excavation Site, Vaishali, Bihar, 844101",25.6440634,85.22048509999999
Chettinad Heritage Centre,Karaikudi,Sivaganga,Tamil Nadu,630002,9:30 AM,5:30 PM,chettinadheritage@gmail.com,+91-4565-235147,"Karaikudi, Sivaganga, Tamil Nadu, 630002",10.0873968,78.78445479999999
Sea Turtle Conservation Museum,Rushikulya Beach,Ganjam,Odisha,761026,8:00 AM,6:00 PM,turtlemuseum@gmail.com,+91-6811-254178,"Rushikulya Beach, Ganjam, Odisha, 761026",19.4171704,85.01295089999999
Bhil Tribal Art Museum,Jhabua Road,Alirajpur,Madhya Pradesh,457887,10:00 AM,5:00 PM,bhiltribalart@gmail.com,+91-7394-233147,"Jhabua Road, Alirajpur, Madhya Pradesh, 457887",22.5363919,74.3449689
Saraikela Chhau Dance Museum,Saraikela Town,Saraikela,Jharkhand,833220,10:00 AM,5:30 PM,chhaumuseum@gmail.com,+91-6597-234178,"Saraikela Town, Saraikela, Jharkhand, 833220",22.7023346,85.92789929999999
Himalayan Botany Museum,Nainital Road,Ranikhet,Uttarakhand,263645,9:30 AM,5:00 PM,botanicalmuseum@gmail.com,+91-5966-220143,"Nainital Road, Ranikhet, Uttarakhand, 263645",29.6433615,79.4321825
Vembanad Lake Heritage Centre,Kumarakom,Kottayam,Kerala,686563,9:00 AM,6:00 PM,vembanadmuseum@gmail.com,+91-481-2524176,"Kumarakom, Kottayam, Kerala, 686563",9.6090187,76.4331698
Birhor Tribal Museum,Ranchi Road,Hazaribagh,Jharkhand,825301,10:00 AM,5:00 PM,birhormuseum@gmail.com,+91-6546-265413,"Ranchi Road, Hazaribagh, Jharkhand, 825301",23.977724,85.3740928
Keoladeo Bird Art Gallery,Bharatpur,Bharatpur,Rajasthan,302001,8:00 AM,6:00 PM,keoladeoart@gmail.com,+91-5644-225147,"Bharatpur, Bharatpur, Rajasthan, 302001",27.2151863,77.5029996
Sandakphu Himalayan View Museum,Sandakphu Peak,Darjeeling,West Bengal,734101,8:00 AM,4:30 PM,sandakphumuseum@gmail.com,+91-354-2254178,"Sandakphu Peak, Darjeeling, West Bengal, 734101",27.0371351,88.0762233
Tabo Monastery Museum,Spiti Valley,Lahaul and Spiti,Himachal Pradesh,172113,9:00 AM,5:00 PM,tabomuseum@gmail.com,+91-1906-237145,"Spiti Valley, Lahaul and Spiti, Himachal Pradesh, 172113",32.2218687,78.3387066
Rajaji National Park Interpretation Centre,Chilla Range,Haridwar,Uttarakhand,249401,8:30 AM,5:30 PM,rajajimuseum@gmail.com,+91-1334-266174,"Chilla Range, Haridwar, Uttarakhand, 249401",29.976812,78.2154489
Bhimbetka Ancient Art Museum,Bhimbetka Site,Raisen,Madhya Pradesh,464551,9:00 AM,5:00 PM,bhimbetkarock@gmail.com,+91-755-2677145,"Bhimbetka Site, Raisen, Madhya Pradesh, 464551",23.3327329,77.7823973
Pench Tiger Museum,Turia Gate,Seoni,Madhya Pradesh,480661,8:00 AM,5:30 PM,penchtigermuseum@gmail.com,+91-7695-232147,"Turia Gate, Seoni, Madhya Pradesh, 480661",22.0868691,79.5434841
Khajjiar Lake Heritage Centre,Mini Switzerland,Chamba,Himachal Pradesh,176314,9:00 AM,6:00 PM,khajjiarlake@gmail.com,+91-1899-236147,"Mini Switzerland, Chamba, Himachal Pradesh, 176314",32.5454945,76.0559598
Lepakshi Craft Museum,Lepakshi Village,Anantapur,Andhra Pradesh,515331,9:30 AM,5:30 PM,lepakshicraft@gmail.com,+91-8554-286174,"Lepakshi Village, Anantapur, Andhra Pradesh, 515331",13.8039436,77.60771969999999
Betla Tribal Life Museum,Betla National Park,Latehar,Jharkhand,822121,8:30 AM,5:00 PM,betlatribal@gmail.com,+91-6565-233147,"Betla National Park, Latehar, Jharkhand, 822121",23.8856486,84.1923982
Himalayan Toy Train Museum,Toy Train Station,Shimla,Himachal Pradesh,171001,9:00 AM,6:00 PM,toytrainmuseum@gmail.com,+91-177-2652147,"Toy Train Station, Shimla, Himachal Pradesh, 171001",31.1011641,77.1743983
Tondi Point Marine Museum,Tondi Beach,Ramanathapuram,Tamil Nadu,623517,9:00 AM,5:30 PM,tondimuseum@gmail.com,+91-4567-240176,"Tondi Beach, Ramanathapuram, Tamil Nadu, 623517",9.2515529,78.7872876
